,i_url,Sanction,name,sex,Age,Weight,SQM,BPM,DLM,Total
23777,1298,NJ-2016-05,Robert Parisi,1,22,129.5,337.5,160,272.5,770
23778,1298,NJ-2016-05,Thomas Tombler,1,41,73.4,122.5,132.5,155,410
23779,1298,NJ-2016-05,Darren Nemow,1,43,91.7,222.5,137.5,227.5,587.5
23780,1298,NJ-2016-05,Bradley Cummings,1,45,91.9,185,120,235,540
23781,1298,NJ-2016-05,Marcus Irven,1,42,91.9,160,92.5,207.5,460
23782,1298,NJ-2016-05,Jim Waldron,1,41,103.5,232.5,180,225,637.5
23783,1298,NJ-2016-05,Kaisheem Muhammed,1,40,94.9,232.5,142.5,257.5,632.5
23784,1298,NJ-2016-05,Matthew Bernstein,1,43,103.3,165,125,232.5,522.5
23785,1298,NJ-2016-05,Rob Coberg,1,46,110.3,175,142.5,207.5,525
23786,1298,NJ-2016-05,Jeff Sperber,1,56,103.1,212.5,150,235,597.5
23787,1298,NJ-2016-05,Rick Ruberton,1,60,102.9,205,125,192.5,522.5
23788,1298,NJ-2016-05,Mark Harrison,1,52,116.4,227.5,150,245,622.5
23790,1298,NJ-2016-05,Saloman Lebovits,1,64,80.3,110,105,155,370
23791,1298,NJ-2016-05,Art Margulies,1,60,91.6,25,120,25,170
23792,1298,NJ-2016-05,Jim Johnston,1,75,74.8,65,52.5,120,237.5
23793,1298,NJ-2016-05,Danny Krummenoehl,1,29,57.9,145,120,205,470
23794,1298,NJ-2016-05,Enrico Cabredo,1,24,58,150,87.5,167.5,405
23795,1298,NJ-2016-05,David Nguyen,1,28,65.6,192.5,107.5,227.5,527.5
23796,1298,NJ-2016-05,MICHAEL CABONILAS,1,27,64.4,165,122.5,220,507.5
23797,1298,NJ-2016-05,Nikhil Thomas,1,26,65.6,170,105,215,490
23798,1298,NJ-2016-05,Ariel James Barros,1,24,65.4,157.5,115,212.5,485
23799,1298,NJ-2016-05,Benjamin Thomas,1,18,64.9,162.5,92.5,207.5,462.5
23800,1298,NJ-2016-05,Kenneth Hau,1,30,64.7,137.5,92.5,182.5,412.5
23801,1298,NJ-2016-05,Romeo Baptista II,1,36,73.4,185,110,235,530
23802,1298,NJ-2016-05,Keith O'Handley,1,24,71.6,190,95,227.5,512.5
23803,1298,NJ-2016-05,Adam Kerman,1,24,73.1,185,137.5,182.5,505
23804,1298,NJ-2016-05,Daniel Casanova,1,26,70.4,167.5,100,227.5,495
23805,1298,NJ-2016-05,Patrick Magpayo,1,35,72.1,155,97.5,192.5,445
23806,1298,NJ-2016-05,Charles Hwang,1,33,73.2,157.5,87.5,185,430
23807,1298,NJ-2016-05,Kevin Sanchez,1,26,73.6,145,90,195,430
23808,1298,NJ-2016-05,Yisroel Piekarski,1,31,73.6,140,92.5,155,387.5
23810,1298,NJ-2016-05,Inha Choi,1,27,82.5,197.5,140,255,592.5
23811,1298,NJ-2016-05,Ryan LaPlaga,1,26,82,195,152.5,242.5,590
23812,1298,NJ-2016-05,James Benemerito,1,47,81.3,200,142.5,245,587.5
23813,1298,NJ-2016-05,Ruben Nazario,1,32,82,192.5,160,220,572.5
23814,1298,NJ-2016-05,Trevor Biller,1,28,81.9,182.5,142.5,240,565
23815,1298,NJ-2016-05,Hardu Virks-Lee,1,25,76.4,192.5,125,212.5,530
23816,1298,NJ-2016-05,Harris Freedman,1,27,81,165,117.5,182.5,465
23817,1298,NJ-2016-05,John Barros,1,26,80.1,152.5,110,195,457.5
23818,1298,NJ-2016-05,Daniel Fisher,1,20,80.5,167.5,107.5,182.5,457.5
23819,1298,NJ-2016-05,Christopher Magnan,1,26,81.7,167.5,85,192.5,445
23820,1298,NJ-2016-05,Paul H. Nugyen,1,27,82.2,167.5,75,180,422.5
23821,1298,NJ-2016-05,KONSTANTIN POPOV,1,33,92.3,230,157.5,280,667.5
23822,1298,NJ-2016-05,Jordan Marcus,1,26,91.9,252.5,137.5,252.5,642.5
23823,1298,NJ-2016-05,Kevin Hurd,1,34,88.5,227.5,155,247.5,630
23824,1298,NJ-2016-05,Nelson Wong,1,24,89.5,215,135,240,590
23825,1298,NJ-2016-05,Joe Mahoney,1,28,88.5,185,127.5,240,552.5
23826,1298,NJ-2016-05,Jamar Cherry,1,26,90.4,182.5,120,222.5,525
23827,1298,NJ-2016-05,Brian Crahan,1,24,91.4,185,125,205,515
23828,1298,NJ-2016-05,Kevin Hutter,1,24,91.8,162.5,112.5,232.5,507.5
23829,1298,NJ-2016-05,Joe Kline,1,28,90.4,167.5,112.5,215,495
23830,1298,NJ-2016-05,Ivan Bangung,1,28,92.8,175,105,200,480
23831,1298,NJ-2016-05,Corey Deutsch,1,26,84,170,102.5,200,472.5
23832,1298,NJ-2016-05,Razzaq Manley,1,30,103.8,257.5,192.5,275,725
23833,1298,NJ-2016-05,Jordan Aronhalt,1,28,99.6,235,155,250,640
23834,1298,NJ-2016-05,Horacio Nochetto,1,30,103.6,225,155,255,635
23835,1298,NJ-2016-05,Nick Kiger,1,22,103.4,225,160,245,630
23836,1298,NJ-2016-05,Justin Varrone,1,35,102.8,215,150,252.5,617.5
23837,1298,NJ-2016-05,Joe Turner,1,32,101.6,205,137.5,265,607.5
23838,1298,NJ-2016-05,Bob Trotta,1,29,103.9,200,150,220,570
23839,1298,NJ-2016-05,Francisco Arcibal,1,32,100.9,175,145,227.5,547.5
23840,1298,NJ-2016-05,Joseph Wagner,1,19,98.5,192.5,127.5,217.5,537.5
23841,1298,NJ-2016-05,Juan Huertas,1,27,102,185,130,205,520
23842,1298,NJ-2016-05,Michael Piela,1,33,101.9,157.5,97.5,195,450
23843,1298,NJ-2016-05,Julien Macario,1,47,117.1,257.5,190,270,717.5
23844,1298,NJ-2016-05,James Nottingham,1,23,118.2,242.5,137.5,295,675
23845,1298,NJ-2016-05,Chad Looker,1,32,117.6,250,145,277.5,672.5
23846,1298,NJ-2016-05,Francis Provenzano,1,32,116,232.5,147.5,287.5,667.5
23847,1298,NJ-2016-05,Tom Shadood,1,33,118.6,220,137.5,287.5,645
23848,1298,NJ-2016-05,Dwayne Wint,1,35,128,240,210,272.5,722.5
23849,1298,NJ-2016-05,Joe Voglino,1,18,62.9,125,85,182.5,392.5
23850,1298,NJ-2016-05,Michael Freno,1,20,58.9,132.5,87.5,157.5,377.5
23851,1298,NJ-2016-05,Michael Lai,1,20,73.5,160,110,185,455
23852,1298,NJ-2016-05,Andrew Tabedzki,1,19,72.3,160,100,175,435
23853,1298,NJ-2016-05,Adam Payne-Reichert,1,19,72.8,142.5,80,145,367.5
23854,1298,NJ-2016-05,Joseph Lopomo,1,20,88.9,157.5,130,197.5,485
23855,1298,NJ-2016-05,Gabriel Quintalla,1,19,92.4,157.5,115,200,472.5
23856,1298,NJ-2016-05,Steven Krug,1,19,102.4,207.5,135,267.5,610
23857,1298,NJ-2016-05,Robert Moore,1,18,101.8,227.5,120,235,582.5
23858,1298,NJ-2016-05,Sam Pattison,1,20,110.2,232.5,132.5,270,635
23877,1299,NJ-2016-05,Diana Lwanga,0,34,79.9,145,82.5,185,412.5
23880,1299,NJ-2016-05,Janet Kim,0,25,61.4,105,57.5,112.5,275
23881,1299,NJ-2016-05,Alyssa Mirasol,0,22,48.3,110,60,147.5,317.5
23882,1299,NJ-2016-05,Rachel Orbach,0,23,56,105,55,142.5,302.5
23884,1299,NJ-2016-05,Megan O'Donnell,0,22,68.2,110,55,122.5,287.5
23885,1299,NJ-2016-05,Leah Bamman,0,23,65.8,105,50,127.5,282.5
23886,1299,NJ-2016-05,Samantha Silberstein,0,23,72,80,57.5,102.5,240
23887,1299,NJ-2016-05,Stephanie LaRosa,0,22,74.1,110,55,150,315
23888,1299,NJ-2016-05,Danielle Lewis,0,23,114.2,142.5,90,182.5,415
23889,1299,NJ-2016-05,Colleen Beery,0,21,94,142.5,67.5,167.5,377.5
23890,1299,NJ-2016-05,Lee Ann Ray,0,44,100.5,127.5,82.5,175,385
23891,1299,NJ-2016-05,Rachael Courington,0,40,86.9,142.5,50,157.5,350
23892,1299,NJ-2016-05,Denise Demkowicz,0,55,80.7,102.5,57.5,127.5,287.5
23893,1299,NJ-2016-05,Laura Nguyen,0,31,46,95,50,125,270
23894,1299,NJ-2016-05,Melissa Erwin,0,35,56.4,130,77.5,162.5,370
23895,1299,NJ-2016-05,Stefani Polifrone,0,26,52.6,110,67.5,160,337.5
23896,1299,NJ-2016-05,Ariana Bray,0,30,56.3,105,65,105,275
23897,1299,NJ-2016-05,Carissa Natividad,0,30,54.5,100,50,115,265
23898,1299,NJ-2016-05,Nicole Bueno,0,25,61.4,105,55,117.5,277.5
23899,1299,NJ-2016-05,Katherine Kelly,0,25,61.6,87.5,52.5,105,245
23901,1299,NJ-2016-05,Allison Hind,0,35,70.8,132.5,110,162.5,405
23902,1299,NJ-2016-05,Amanda Cruz-Ortiz,0,25,63.4,107.5,60,157.5,325
23903,1299,NJ-2016-05,Stephanie Velez,0,33,71.7,110,65,137.5,312.5
23904,1299,NJ-2016-05,Rachel Loeffler,0,27,71.2,100,57.5,145,302.5
23905,1299,NJ-2016-05,Chenelle Manley,0,30,69.4,92.5,62.5,115,270
23906,1299,NJ-2016-05,Muhua Yang,0,37,65.2,97.5,47.5,120,265
23907,1299,NJ-2016-05,Jenette Belar,0,27,71.6,92.5,50,107.5,250
23908,1299,NJ-2016-05,Nancy Brown,0,33,68.1,82.5,45,97.5,225
23909,1299,NJ-2016-05,Salma Nakhlawi,0,21,68.9,75,42.5,97.5,215
23910,1299,NJ-2016-05,Hannah Zale,0,29,69,57.5,35,75,167.5
23911,1299,NJ-2016-05,Lindsay Rosen,0,25,82.3,135,85,157.5,377.5
23912,1299,NJ-2016-05,Amy Orsini,0,33,80,122.5,52.5,170,345
23913,1299,NJ-2016-05,Dana Williams,0,42,78,120,65,150,335
23914,1299,NJ-2016-05,Meghan Campion,0,35,78.6,97.5,65,125,287.5
23915,1299,NJ-2016-05,Lynnette Mawhinney,0,37,83.9,87.5,40,137.5,265
23916,1299,NJ-2016-05,Nicole Tomlinson,0,27,75.7,97.5,45,115,257.5
23918,1299,NJ-2016-05,Morit Summers,0,30,104.6,147.5,85,170,402.5
23919,1299,NJ-2016-05,Genesis Fisher,0,38,105.9,130,85,167.5,382.5
23920,1299,NJ-2016-05,Adenikke Soremekun,0,29,95.6,122.5,70,145,337.5
23921,1299,NJ-2016-05,Rebecca Fox,0,38,106.2,132.5,65,125,322.5
23922,1299,NJ-2016-05,Brenda Johnson,0,20,51.7,80,42.5,92.5,215
23923,1299,NJ-2016-05,Kelly Wetmore,0,20,62.2,85,42.5,112.5,240
23924,1299,NJ-2016-05,Elizabeth Homer,0,19,68.4,120,65,145,330
23925,1299,NJ-2016-05,Bomnorng Tek,1,25,79.6,227.5,160,245,632.5
23926,1299,NJ-2016-05,Jonathan Aloisio,1,26,81.8,160,112.5,230,502.5
23927,1299,NJ-2016-05,Mohammad Ahead,1,21,58.3,150,85,202.5,437.5
23928,1299,NJ-2016-05,Richard Lee,1,21,65.5,160,112.5,197.5,470
23929,1299,NJ-2016-05,Mark Kim,1,23,65.5,110,97.5,170,377.5
23930,1299,NJ-2016-05,Lawrence Abner,1,22,71.8,215,127.5,240,582.5
23931,1299,NJ-2016-05,Timothy Thebodeau,1,23,73.2,197.5,132.5,245,575
23932,1299,NJ-2016-05,Emad Khella,1,23,73,202.5,130,215,547.5
23933,1299,NJ-2016-05,Xavier Urena,1,22,72.6,175,122.5,242.5,540
23934,1299,NJ-2016-05,Jeff Book,1,22,70.3,170,145,215,530
23935,1299,NJ-2016-05,Kwong Yip Leung,1,21,73.8,170,127.5,227.5,525
23936,1299,NJ-2016-05,Steve Farnholz,1,20,72.4,182.5,135,200,517.5
23937,1299,NJ-2016-05,Seung Kim,1,23,73.3,182.5,112.5,220,515
23938,1299,NJ-2016-05,Chris Natividad,1,22,72.8,172.5,125,192.5,490
23939,1299,NJ-2016-05,Paul Flores,1,23,72.9,177.5,105,197.5,480
23940,1299,NJ-2016-05,Jon Martinez,1,23,71.1,145,122.5,210,477.5
23941,1299,NJ-2016-05,Anthony Casario,1,23,72,172.5,100,195,467.5
23942,1299,NJ-2016-05,Nick Sokoya,1,21,82.1,227.5,162.5,280,670
23943,1299,NJ-2016-05,Michael McGinn,1,23,81.4,227.5,135,265,627.5
23944,1299,NJ-2016-05,Joseph Bierly,1,22,79.1,205,112.5,272.5,590
23945,1299,NJ-2016-05,Anthony Carpenter,1,21,81.3,187.5,120,260,567.5
23946,1299,NJ-2016-05,Nick Elian,1,49,81.7,205,132.5,227.5,565
23947,1299,NJ-2016-05,Casey Jankowski,1,23,77,185,140,210,535
23948,1299,NJ-2016-05,Alan Macioszek,1,22,82,192.5,140,200,532.5
23949,1299,NJ-2016-05,Richard Hsu,1,23,78.9,175,142.5,205,522.5
23950,1299,NJ-2016-05,Marcos Tapia Hernando,1,22,80.7,172.5,130,192.5,495
23952,1299,NJ-2016-05,Brian Mo,1,23,92.3,217.5,155,260,632.5
23953,1299,NJ-2016-05,Jason Lawhon,1,20,91.7,215,155,227.5,597.5
23954,1299,NJ-2016-05,Austin DeCotiis,1,23,88.2,190,117.5,240,547.5
23955,1299,NJ-2016-05,Matt Delima,1,21,91.7,205,142.5,197.5,545
23956,1299,NJ-2016-05,Sam Arnedt,1,21,90.5,182.5,107.5,232.5,522.5
23957,1299,NJ-2016-05,Christopher LaZaro,1,20,88.9,182.5,107.5,192.5,482.5
23958,1299,NJ-2016-05,Phillip Rush,1,24,85.6,155,95,210,460
23960,1299,NJ-2016-05,Noah Bowdy,1,23,101.7,282.5,162.5,277.5,722.5
23961,1299,NJ-2016-05,Bryan Darling,1,20,103.6,215,150,227.5,592.5
23962,1299,NJ-2016-05,Eric Rizzi,1,22,117.3,210,175,245,630
23963,1299,NJ-2016-05,John Flannelly,1,21,110.8,210,147.5,195,552.5
23964,1299,NJ-2016-05,Robert Parisi,1,22,129.5,337.5,160,272.5,770
23965,1299,NJ-2016-05,Thomas Tombler,1,41,73.4,122.5,132.5,155,410
23966,1299,NJ-2016-05,Darren Nemow,1,43,91.7,222.5,137.5,227.5,587.5
23967,1299,NJ-2016-05,Bradley Cummings,1,45,91.9,185,120,235,540
23968,1299,NJ-2016-05,Marcus Irven,1,42,91.9,160,92.5,207.5,460
23969,1299,NJ-2016-05,Jim Waldron,1,41,103.5,232.5,180,225,637.5
23970,1299,NJ-2016-05,Kaisheem Muhammed,1,40,94.9,232.5,142.5,257.5,632.5
23971,1299,NJ-2016-05,Matthew Bernstein,1,43,103.3,165,125,232.5,522.5
23972,1299,NJ-2016-05,Rob Coberg,1,46,110.3,175,142.5,207.5,525
23973,1299,NJ-2016-05,Jeff Sperber,1,56,103.1,212.5,150,235,597.5
23974,1299,NJ-2016-05,Rick Ruberton,1,60,102.9,205,125,192.5,522.5
23975,1299,NJ-2016-05,Mark Harrison,1,52,116.4,227.5,150,245,622.5
23977,1299,NJ-2016-05,Saloman Lebovits,1,64,80.3,110,105,155,370
23978,1299,NJ-2016-05,Art Margulies,1,60,91.6,25,120,25,170
23979,1299,NJ-2016-05,Jim Johnston,1,75,74.8,65,52.5,120,237.5
23980,1299,NJ-2016-05,Danny Krummenoehl,1,29,57.9,145,120,205,470
23981,1299,NJ-2016-05,Enrico Cabredo,1,24,58,150,87.5,167.5,405
23982,1299,NJ-2016-05,David Nguyen,1,28,65.6,192.5,107.5,227.5,527.5
23983,1299,NJ-2016-05,MICHAEL CABONILAS,1,27,64.4,165,122.5,220,507.5
23984,1299,NJ-2016-05,Nikhil Thomas,1,26,65.6,170,105,215,490
23985,1299,NJ-2016-05,Ariel James Barros,1,24,65.4,157.5,115,212.5,485
23986,1299,NJ-2016-05,Benjamin Thomas,1,18,64.9,162.5,92.5,207.5,462.5
23987,1299,NJ-2016-05,Kenneth Hau,1,30,64.7,137.5,92.5,182.5,412.5
23988,1299,NJ-2016-05,Romeo Baptista II,1,36,73.4,185,110,235,530
23989,1299,NJ-2016-05,Keith O'Handley,1,24,71.6,190,95,227.5,512.5
23990,1299,NJ-2016-05,Adam Kerman,1,24,73.1,185,137.5,182.5,505
23991,1299,NJ-2016-05,Daniel Casanova,1,26,70.4,167.5,100,227.5,495
23992,1299,NJ-2016-05,Patrick Magpayo,1,35,72.1,155,97.5,192.5,445
23993,1299,NJ-2016-05,Charles Hwang,1,33,73.2,157.5,87.5,185,430
23994,1299,NJ-2016-05,Kevin Sanchez,1,26,73.6,145,90,195,430
23995,1299,NJ-2016-05,Yisroel Piekarski,1,31,73.6,140,92.5,155,387.5
23997,1299,NJ-2016-05,Inha Choi,1,27,82.5,197.5,140,255,592.5
23998,1299,NJ-2016-05,Ryan LaPlaga,1,26,82,195,152.5,242.5,590
23999,1299,NJ-2016-05,James Benemerito,1,47,81.3,200,142.5,245,587.5
24000,1299,NJ-2016-05,Ruben Nazario,1,32,82,192.5,160,220,572.5
24001,1299,NJ-2016-05,Trevor Biller,1,28,81.9,182.5,142.5,240,565
24002,1299,NJ-2016-05,Hardu Virks-Lee,1,25,76.4,192.5,125,212.5,530
24003,1299,NJ-2016-05,Harris Freedman,1,27,81,165,117.5,182.5,465
24004,1299,NJ-2016-05,John Barros,1,26,80.1,152.5,110,195,457.5
24005,1299,NJ-2016-05,Daniel Fisher,1,20,80.5,167.5,107.5,182.5,457.5
24006,1299,NJ-2016-05,Christopher Magnan,1,26,81.7,167.5,85,192.5,445
24007,1299,NJ-2016-05,Paul H. Nugyen,1,27,82.2,167.5,75,180,422.5
24008,1299,NJ-2016-05,Daniel Croce,1,28,92.5,237.5,165,280,682.5
24009,1299,NJ-2016-05,KONSTANTIN POPOV,1,33,92.3,230,157.5,280,667.5
24010,1299,NJ-2016-05,Jordan Marcus,1,26,91.9,252.5,137.5,252.5,642.5
24011,1299,NJ-2016-05,Kevin Hurd,1,34,88.5,227.5,155,247.5,630
24012,1299,NJ-2016-05,Nelson Wong,1,24,89.5,215,135,240,590
24013,1299,NJ-2016-05,Joe Mahoney,1,28,88.5,185,127.5,240,552.5
24014,1299,NJ-2016-05,Jamar Cherry,1,26,90.4,182.5,120,222.5,525
24015,1299,NJ-2016-05,Brian Crahan,1,24,91.4,185,125,205,515
24016,1299,NJ-2016-05,Kevin Hutter,1,24,91.8,162.5,112.5,232.5,507.5
24017,1299,NJ-2016-05,Joe Kline,1,28,90.4,167.5,112.5,215,495
24018,1299,NJ-2016-05,Ivan Bangung,1,28,92.8,175,105,200,480
24019,1299,NJ-2016-05,Corey Deutsch,1,26,84,170,102.5,200,472.5
24021,1299,NJ-2016-05,Razzaq Manley,1,30,103.8,257.5,192.5,275,725
24022,1299,NJ-2016-05,Jordan Aronhalt,1,28,99.6,235,155,250,640
24023,1299,NJ-2016-05,Horacio Nochetto,1,30,103.6,225,155,255,635
24024,1299,NJ-2016-05,Nick Kiger,1,22,103.4,225,160,245,630
24025,1299,NJ-2016-05,Justin Varrone,1,35,102.8,215,150,252.5,617.5
24026,1299,NJ-2016-05,Joe Turner,1,32,101.6,205,137.5,265,607.5
24027,1299,NJ-2016-05,Bob Trotta,1,29,103.9,200,150,220,570
24028,1299,NJ-2016-05,Francisco Arcibal,1,32,100.9,175,145,227.5,547.5
24029,1299,NJ-2016-05,Joseph Wagner,1,19,98.5,192.5,127.5,217.5,537.5
24030,1299,NJ-2016-05,Juan Huertas,1,27,102,185,130,205,520
24031,1299,NJ-2016-05,Michael Piela,1,33,101.9,157.5,97.5,195,450
24032,1299,NJ-2016-05,Julien Macario,1,47,117.1,257.5,190,270,717.5
24033,1299,NJ-2016-05,James Nottingham,1,23,118.2,242.5,137.5,295,675
24034,1299,NJ-2016-05,Chad Looker,1,32,117.6,250,145,277.5,672.5
24035,1299,NJ-2016-05,Francis Provenzano,1,32,116,232.5,147.5,287.5,667.5
24036,1299,NJ-2016-05,Tom Shadood,1,33,118.6,220,137.5,287.5,645
24037,1299,NJ-2016-05,Dwayne Wint,1,35,128,240,210,272.5,722.5
24038,1299,NJ-2016-05,Joe Voglino,1,18,62.9,125,85,182.5,392.5
24039,1299,NJ-2016-05,Michael Freno,1,20,58.9,132.5,87.5,157.5,377.5
24040,1299,NJ-2016-05,Michael Lai,1,20,73.5,160,110,185,455
24041,1299,NJ-2016-05,Andrew Tabedzki,1,19,72.3,160,100,175,435
24042,1299,NJ-2016-05,Adam Payne-Reichert,1,19,72.8,142.5,80,145,367.5
24043,1299,NJ-2016-05,Joseph Lopomo,1,20,88.9,157.5,130,197.5,485
24044,1299,NJ-2016-05,Gabriel Quintalla,1,19,92.4,157.5,115,200,472.5
24045,1299,NJ-2016-05,Steven Krug,1,19,102.4,207.5,135,267.5,610
24046,1299,NJ-2016-05,Robert Moore,1,18,101.8,227.5,120,235,582.5
24047,1299,NJ-2016-05,Sam Pattison,1,20,110.2,232.5,132.5,270,635
24056,1300,CA-2016-08,Tarra Abbas,0,23,84,102.5,57.5,147.5,307.5
24057,1300,CA-2016-08,Giselle Baturay,0,42,67.6,100,55,115,270
24058,1300,CA-2016-08,Marybeth Baluyot,0,24,51.5,120,55,92.5,267.5
24059,1300,CA-2016-08,Alina So,0,27,50.8,97.5,52.5,107.5,257.5
24060,1300,CA-2016-08,Ashley Svendbye,0,26,57,122.5,85,182.5,390
24061,1300,CA-2016-08,Elizabeth Picardi,0,26,56.2,130,77.5,155,362.5
24062,1300,CA-2016-08,Megan Broyles,0,25,54.5,117.5,52.5,142.5,312.5
24063,1300,CA-2016-08,Ewa Januszkiewicz,0,25,61.9,147.5,77.5,195,420
24064,1300,CA-2016-08,Claudia Chaloner,0,30,60.4,155,77.5,175,407.5
24065,1300,CA-2016-08,Amy Avarell,0,28,57.9,92.5,55,105,252.5
24066,1300,CA-2016-08,Julie Brookfield,0,23,71.2,152.5,82.5,177.5,412.5
24067,1300,CA-2016-08,Juliette Fluchere,0,34,70.6,145,62.5,145,352.5
24068,1300,CA-2016-08,Shedna Kimble,0,27,70.6,117.5,72.5,150,340
24069,1300,CA-2016-08,Josie D'Aquanno,0,39,68.4,122.5,65,150,337.5
24070,1300,CA-2016-08,Hannah Ureste,0,25,64.9,112.5,65,150,327.5
24071,1300,CA-2016-08,Ashley Serra,0,34,70.1,107.5,52.5,112.5,272.5
24072,1300,CA-2016-08,Krystal Tejerio,0,26,66.5,82.5,50,110,242.5
24073,1300,CA-2016-08,Jasmine Schmalhaus,0,28,83,102.5,62.5,150,315
24074,1300,CA-2016-08,Cassi Gill,0,33,83,115,52.5,145,312.5
24075,1300,CA-2016-08,Ashley Torok,0,21,74.4,100,62.5,130,292.5
24076,1300,CA-2016-08,Angelica Castillo,0,29,72.3,90,55,120,265
24077,1300,CA-2016-08,Sarah Ross,0,28,106.4,190,102.5,215,507.5
24078,1300,CA-2016-08,Tsukiko Fredette,0,19,61.7,120,47.5,112.5,280
24079,1300,CA-2016-08,Jessica Chapman,0,19,71.5,122.5,55,140,317.5
24080,1300,CA-2016-08,Lisa Maldonado,0,23,67.7,92.5,60,125,277.5
24081,1300,CA-2016-08,Andrew Tanglao,1,22,66,137.5,102.5,202.5,442.5
24082,1300,CA-2016-08,Christopher Nguyen,1,21,61.8,147.5,97.5,177.5,422.5
24083,1300,CA-2016-08,Christopher Angel,1,22,61.9,125,102.5,182.5,410
24084,1300,CA-2016-08,Sid Mascardo,1,23,73.4,215,127.5,237.5,580
24085,1300,CA-2016-08,Alex Berenger,1,22,73.1,200,120,217.5,537.5
24086,1300,CA-2016-08,Calvin Voong,1,22,72.7,175,117.5,197.5,490
24087,1300,CA-2016-08,Anthony Estrella,1,22,73.7,152.5,95,210,457.5
24088,1300,CA-2016-08,Adriel Tanglao,1,22,72.7,140,105,205,450
24089,1300,CA-2016-08,Aaron Dorazio,1,22,73,120,85,155,360
24090,1300,CA-2016-08,Seyoon Rhee,1,23,82.2,272.5,167.5,290,730
24091,1300,CA-2016-08,Noe Tiscareno,1,22,82.8,227.5,145,230,602.5
24092,1300,CA-2016-08,Michael Wong,1,22,82.3,170,135,175,480
24093,1300,CA-2016-08,Matthew Olaiz,1,22,79,185,100,185,470
24094,1300,CA-2016-08,William Valle,1,24,92.3,260,165,257.5,682.5
24095,1300,CA-2016-08,Hamza Ahmed,1,21,91.6,210,130,247.5,587.5
24097,1300,CA-2016-08,Artemio Zambrano Jr.,1,23,103.7,255,150,310,715
24098,1300,CA-2016-08,Ricardo Mejia,1,24,104.1,242.5,165,287.5,695
24099,1300,CA-2016-08,James Cho,1,23,104.7,272.5,160,222.5,655
24100,1300,CA-2016-08,Oscar Castellanos,1,45,93,185,130,232.5,547.5
24101,1300,CA-2016-08,Daniel Kerker,1,43,86.3,135,72.5,177.5,385
24102,1300,CA-2016-08,Jef Johnson,1,47,92.3,180,142.5,245,567.5
24103,1300,CA-2016-08,Marshall Hansen,1,55,116.3,140,130,175,445
24104,1300,CA-2016-08,Lee Houston,1,51,92.8,170,100,170,440
24105,1300,CA-2016-08,Christopher Chamblin,1,26,64.1,162.5,112.5,212.5,487.5
24107,1300,CA-2016-08,Josiah Harris,1,27,72.7,227.5,160,255,642.5
24108,1300,CA-2016-08,Travis Stephens,1,26,69.8,147.5,82.5,172.5,402.5
24109,1300,CA-2016-08,Carlos Manzo,1,33,79.3,230,125,245,600
24110,1300,CA-2016-08,Jon Miller,1,31,82.8,195,120,242.5,557.5
24111,1300,CA-2016-08,Blake Altemara,1,31,80.1,180,102.5,205,487.5
24112,1300,CA-2016-08,Daniel Romero,1,29,78,100,85,175,360
24114,1300,CA-2016-08,Hani Jazayrli,1,26,92.4,237.5,170,282.5,690
24115,1300,CA-2016-08,Angelo Agustin,1,25,90.7,210,145,260,615
24116,1300,CA-2016-08,Brandon Mikulecky,1,25,92,222.5,150,240,612.5
24117,1300,CA-2016-08,Luis Angel Molina,1,25,92.3,205,147.5,242.5,595
24118,1300,CA-2016-08,Jay Patrick Clancy,1,32,88.2,190,132.5,240,562.5
24119,1300,CA-2016-08,Daniel Tran,1,24,89.4,217.5,117.5,227.5,562.5
24120,1300,CA-2016-08,Mike Shea,1,32,92.4,190,110,215,515
24121,1300,CA-2016-08,Ernesto Leyva,1,38,104.8,275,190,295,760
24122,1300,CA-2016-08,Salvador Trejo,1,28,99.8,252.5,160,302.5,715
24123,1300,CA-2016-08,Jeffery Butler,1,25,103,227.5,170,280,677.5
24124,1300,CA-2016-08,Edward Alicdan Jr,1,24,103.7,230,165,275,670
24125,1300,CA-2016-08,Zack Bartell,1,20,101.9,215,172.5,260,647.5
24126,1300,CA-2016-08,Zachery Wales,1,27,102,242.5,140,265,647.5
24127,1300,CA-2016-08,Tony Sanders,1,39,104.3,240,145,245,630
24128,1300,CA-2016-08,Samuel Lev,1,22,102.1,210,135,240,585
24131,1300,CA-2016-08,Uka Amah,1,24,109.6,232.5,157.5,292.5,682.5
24132,1300,CA-2016-08,Ryan Maresch,1,35,107.6,210,117.5,227.5,555
24133,1300,CA-2016-08,Adam Westreich,1,19,107.5,172.5,107.5,200,480
24135,1300,CA-2016-08,Tim Donoghue,1,25,141.5,227.5,165,272.5,665
24136,1300,CA-2016-08,Levi Lehman,1,28,120.9,185,160,227.5,572.5
24138,1300,CA-2016-08,Albert Miraflores,1,18,91.1,185,125,232.5,542.5
24139,1300,CA-2016-08,Justin Ramos,1,20,92.3,177.5,132.5,207.5,517.5
24140,1300,CA-2016-08,Josh Haber,1,20,117.2,240,150,250,640
24141,1300,CA-2016-08,Irwin Gill,1,20,111.7,195,130,217.5,542.5
24145,1302,NE-2016-02,Lauren Craft,0,21,56.2,100,47.5,110,257.5
24146,1302,NE-2016-02,Brook Mccluskey,0,20,69.2,115,67.5,140,322.5
24147,1302,NE-2016-02,Lillian Lorang,0,24,82.7,110,65,145,320
